data,descricao,valor,tags,subcategoria,categoria
,Iof Internacional,3.95,custos fixos,TAXAS,Alimentação
,Iof Internacional,2.87,categorizar,TAXAS,Outros
,Irmaos Mataruna,51.52,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaos Mataruna,92.56,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaos Mataruna,85.55,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaos Mataruna,81.42,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaos Mataruna,83.35,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,75.28,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,80.33,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,78.39,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,84.43,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,60.15,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,70.05,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,81.67,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,66.93,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,Irmaosmataruna,99.86,custos fixos,TRANSPORTE: COMBUSTÍVEL,Transporte
,JOAO E JOAO,41.1,conforto,RESTAURANTE: DIA A DIA,Lazer
,Jadeteixeirasa,10.0,categorizar,DESCONHECIDO,Outros
,Jadeteixeirasa,18.0,categorizar,DESCONHECIDO,Outros
,Jadeteixeirasa,4.5,categorizar,DESCONHECIDO,Outros
,Jappa Da Quitanda,302.18,prazeres,RESTAURANTE,Lazer
,Jeferson Damazio Da,73.89,categorizar,DESCONHECIDO,Outros
,Jeffersonsoares,48.0,categorizar,DESCONHECIDO,Outros
,Jhonel Bravo Hamburgue,54.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Joao E Joao,114.51,conforto,RESTAURANTE,Lazer
,Joao e Joao,30.54,conforto,RESTAURANTE: DIA A DIA,Lazer
,Joaoejoao,13.0,conforto,RESTAURANTE,Lazer
,Joaoejoao,42.0,conforto,RESTAURANTE: DIA A DIA,Lazer
,Josevilqueleao,13.0,categorizar,DESCONHECIDO,Outros
,Jp Freire Maraka Expre,14.35,prazeres,RESTAURANTE,Lazer
,Juros Projetados,0.4,categorizar,TAXAS,Outros
,Juros de atraso,36.12,custos fixos,TAXAS,Alimentação
,Juros de dívida encerrada,78.48,custos fixos,TAXAS,Alimentação
,Jusbrasil,29.9,conforto,FERRAMENTAS,Moradia
,Jusbrasil,1.9,conforto,FERRAMENTAS,Moradia
,Kaciquetxtilea,24.39,categorizar,DESCONHECIDO,Outros
,Kfc Niteroi Plaza,46.6,prazeres,RESTAURANTE: LANCHE,Lazer
,Kfc Niteroi Plaza,42.7,prazeres,RESTAURANTE,Lazer
,Kfc Shopping Bay Marke,32.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Koa Food Aclimacao,251.1,prazeres,VIAGEM,Lazer
,Koni Store,114.95,prazeres,RESTAURANTE,Lazer
,Kopenhagen Plaza Nit,106.33,prazeres,RESTAURANTE: LANCHE,Lazer
,Kubo Sushi,289.85,prazeres,RESTAURANTE,Lazer
,LADY DAY,39.9,custos fixos,ALIMENTAÇÃO,Alimentação
,LEVI  COSTA DOS SANTOS Coxa,291.0,prazeres,ANIMAIS,Lazer
,LEVI  COSTA DOS SANTOS Pescoço,121.0,prazeres,ANIMAIS,Lazer
,Laborat Dom Bosco,242.4,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 1/6,82.82,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 2/6,82.78,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 3/6,82.78,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 4/6,82.78,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 5/6,82.78,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco - Parcela 6/6,82.78,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 01/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 02/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 03/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 04/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 05/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laborat Dom Bosco 06/06,119.46,prazeres,SAUDE: EXAMES,Saúde
,Laboratorioblessi,130.01,prazeres,SAUDE: EXAMES,Saúde
,Lady Day,16.64,prazeres,RESTAURANTE: LANCHE,Lazer
,Lady Day,26.4,custos fixos,ALIMENTAÇÃO,Alimentação
,Lady Day,10.5,conforto,RESTAURANTE: LANCHE,Lazer
,Lady Day,18.08,conforto,RESTAURANTE: LANCHE,Lazer
,Lady Day,55.76,prazeres,RESTAURANTE: LANCHE,Lazer
,Lady Day,21.41,conforto,RESTAURANTE: LANCHE,Lazer
,Lady Day,37.56,conforto,RESTAURANTE: LANCHE,Lazer
,Lanchonetemarina,19.9,prazeres,VIAGEM,Lazer
,Lanchonetemarina,60.5,prazeres,VIAGEM,Lazer
,Largo Do Pao,36.26,prazeres,RESTAURANTE: LANCHE,Lazer
,Ledir Ferreira Da Sil,55.03,categorizar,DESCONHECIDO,Outros
,Leopoldo Nascimento,6.0,prazeres,LAZER,Lazer
,Lets Lanches,15.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Levi Costa Dos Santo,27.0,prazeres,ANIMAIS,Lazer
,Levi Costa Dos Santo,74.0,prazeres,ANIMAIS,Lazer
,Levi Costa Dos Santo,41.9,prazeres,ANIMAIS,Lazer
,Levi Costa Dos Santo,49.0,prazeres,ANIMAIS,Lazer
,Levis Plaza Shoppi01/06,198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shoppi01/06,205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppi02/06,205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(02/06),198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(03/06),198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(03/06),205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(04/06),205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(04/06),198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(05/06),205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(05/06),198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(06/06),205.24,conforto,ROUPAS,Moradia
,Levis Plaza Shoppin(06/06),198.3,conforto,ROUPAS,Moradia
,Levis Plaza Shopping,-0.25,,,Outros
,Lianadantasde,123.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Lilou F Modas - Parcela 2/2,70.0,conforto,ROUPAS,Moradia
,Linkedin,34.99,conforto,FERRAMENTAS,Moradia
,Linkedinpre *50901684,37.33,conforto,FERRAMENTAS,Moradia
,Lj38 Marica - Parcela 5/5,48.95,categorizar,DESCONHECIDO,Outros
,Lldecoraes - Parcela 1/2,15.97,categorizar,DESCONHECIDO,Outros
,Loja Vidaecor Com - Parcela 10/10,21.98,conforto,DESCONHECIDO,Moradia
,Loja Vidaecor Com - Parcela 4/10,21.98,conforto,ROUPAS,Moradia
,Loja Vidaecor Com - Parcela 5/10,21.98,conforto,ROUPAS,Moradia
,Loja Vidaecor Com - Parcela 6/10,21.98,custos fixos,FERRAMENTAS,Moradia
,Loja Vidaecor Com - Parcela 7/10,21.98,categorizar,DESCONHECIDO,Outros
,Loja Vidaecor Com - Parcela 8/10,21.98,conforto,DESCONHECIDO,Moradia
,Loja Vidaecor Com - Parcela 9/10,21.98,conforto,DESCONHECIDO,Moradia
,Lojas Americanas1,14.98,categorizar,DESCONHECIDO,Outros
,Lojas Americanas2,17.97,categorizar,DESCONHECIDO,Outros
,Lojas Nalin,99.9,custos fixos,HABITAÇÃO,Moradia
,Lojas Nalin,44.97,conforto,ROUPAS,Moradia
,Lojas Renner S.A. - Parcela 1/2,55.4,conforto,ROUPAS,Moradia
,Lojas Renner S.A. - Parcela 2/2,55.4,conforto,ROUPAS,Moradia
,Lojas Renner S.A. - Parcela 2/3,80.43,conforto,ROUPAS,Moradia
,Lojas Renner S.A. - Parcela 3/3,80.43,conforto,ROUPAS,Moradia
,Lojas Renner S.a.,129.8,prazeres,PRESENTES,Lazer
,Lojas Renner S.a.,79.9,conforto,ROUPAS,Moradia
,Lojas Renner S.a. - Parcela 2/3,69.9,conforto,ROUPAS,Moradia
,Lojas Renner S.a. - Parcela 3/3,69.9,conforto,ROUPAS,Moradia
,Luiz Henrique Barbosa - Parcela 1/3,69.98,categorizar,DESCONHECIDO,Outros
,Luiz Henrique Barbosa - Parcela 2/3,69.96,categorizar,DESCONHECIDO,Outros
,Luiz Henrique Barbosa - Parcela 3/3,69.96,categorizar,DESCONHECIDO,Outros
,Luizapereirade,26.5,categorizar,DESCONHECIDO,Outros
,Luzianepinto,23.5,categorizar,DESCONHECIDO,Outros
,M&f Lanches,50.0,prazeres,RESTAURANTE: LANCHE,Lazer
,MARCUSCOSTACONDE,40.0,categorizar,DESCONHECIDO,Outros
,MARIA FOTOS,510.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,2625.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,3125.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,2500.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,1500.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,3000.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN,4125.0,metas,CASAMENTO,Outros
,MARICÁ GARDEN ENTRADA,1500.0,metas,CASAMENTO,Outros
,MARY E MARY JOLUMAR,104.27,custos fixos,ALIMENTAÇÃO,Alimentação
,MINI MERCADINHO DA VERA,10.5,custos fixos,ALIMENTAÇÃO,Alimentação
,MP*13PRODUTOS 09/10,76.52,metas,OBRAS,Outros
,MP*13PRODUTOS 09/10,578.05,prazeres,LAZER,Lazer
,MP*13PRODUTOS 10/10,76.52,metas,OBRAS,Outros
,MP*13PRODUTOS 10/10,578.05,prazeres,LAZER,Lazer
,Macdonalds,4.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Magalu Com*Listasmagal - Parcela 5/6,67.65,prazeres,DESPESAS PESSOAIS,Lazer
,Magalu Com*Listasmagal - Parcela 6/6,67.65,categorizar,DESCONHECIDO,Outros
,Magic Moments,35.0,prazeres,LAZER,Lazer
,Major Grill,142.78,prazeres,RESTAURANTE,Lazer
,Mania Niteroi Refeicoe,55.6,conforto,RESTAURANTE: DIA A DIA,Lazer
,Maraka,6.5,prazeres,RESTAURANTE: CAFETERIA,Lazer
,Maraka Expre-ct,18.8,conforto,RESTAURANTE: CAFETERIA,Lazer
,Maraka Expresso,17.8,conforto,RESTAURANTE: CAFETERIA,Lazer
,Maraka Expresso,31.7,conforto,RESTAURANTE: CAFETERIA,Lazer
,Marcelogomes,25.9,categorizar,DESCONHECIDO,Outros
,Marcelogomes,189.09,categorizar,DESCONHECIDO,Outros
,Marcuscostaconde,20.48,categorizar,DESCONHECIDO,Outros
,Marica Drive,18.9,prazeres,RESTAURANTE,Lazer
,Marica Drive,118.7,prazeres,RESTAURANTE,Lazer
,Marica Drive,48.9,prazeres,RESTAURANTE: LANCHE,Lazer
,Mary E Mary Jolumar,73.37,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,24.98,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,59.96,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,171.17,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,28.28,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,38.06,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,37.96,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,31.95,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,235.83,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,54.94,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,46.2,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,52.95,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary E Mary Jolumar,11.11,custos fixos,ALIMENTAÇÃO,Alimentação
,Mary e Mary Jolumar,77.19,custos fixos,ALIMENTAÇÃO,Alimentação
,Mcdonalds,14.9,prazeres,RESTAURANTE,Lazer
,Meli+,9.9,custos fixos,TAXAS,Alimentação
,Mercado Casa e Mar Min,50.8,custos fixos,ALIMENTAÇÃO,Alimentação
,Mercado Extra,36.51,custos fixos,ALIMENTAÇÃO,Alimentação
,Mercadolivre*10produt,186.39,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*10produt,155.05,prazeres,ANIMAIS,Lazer
,Mercadolivre*12produt,102.57,custos fixos,ALIMENTAÇÃO,Alimentação
,Mercadolivre*12produt,112.25,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*12produt,180.75,prazeres,ALIMENTAÇÃO,Alimentação
,Mercadolivre*12produt,222.99,prazeres,ANIMAIS,Lazer
,Mercadolivre*16produt,75.9,custos fixos,ALIMENTAÇÃO,Alimentação
,Mercadolivre*23produt,306.81,prazeres,ANIMAIS,Lazer
,Mercadolivre*23produt,14.9,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*2produt - Parcela 10/10,37.37,categorizar,DESCONHECIDO,Outros
,Mercadolivre*2produto,208.5,prazeres,ANIMAIS,Lazer
,Mercadolivre*2produtos,284.74,conforto,ELETRÔNICOS,Moradia
,Mercadolivre*3prod01/03,18.17,conforto,ROUPAS,Moradia
,Mercadolivre*3produ(02/03),18.17,conforto,ROUPAS,Moradia
,Mercadolivre*3produ(03/03),18.17,conforto,ROUPAS,Moradia
,Mercadolivre*3produto - Parcela 5/10,58.14,categorizar,DESCONHECIDO,Outros
,Mercadolivre*3produto - Parcela 6/10,58.14,categorizar,DESCONHECIDO,Outros
,Mercadolivre*3produto - Parcela 7/10,58.14,categorizar,DESCONHECIDO,Outros
,Mercadolivre*3produto - Parcela 8/10,58.14,categorizar,DESCONHECIDO,Outros
,Mercadolivre*3produto - Parcela 9/10,58.14,prazeres,DESCONHECIDO,Lazer
,Mercadolivre*3produtos,72.2,prazeres,ANIMAIS,Lazer
,Mercadolivre*4produto,39.59,prazeres,ESTÉTICA,Lazer
,Mercadolivre*4produto,29.9,prazeres,ELETRÔNICOS,Lazer
,Mercadolivre*5137185 - Parcela 3/3,27.0,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*5prod01/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod02/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod03/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod04/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod05/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod06/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5prod07/07,56.78,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt,38.26,prazeres,ANIMAIS,Lazer
,Mercadolivre*5produt,216.32,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt,28.33,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*5produt - Parcela 1/3,28.33,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt - Parcela 2/3,28.33,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt - Parcela 4/10,38.26,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt - Parcela 5/10,38.26,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produt - Parcela 6/10,38.26,categorizar,DESCONHECIDO,Outros
,Mercadolivre*5produto,278.29,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*5produto,346.64,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*5produto,-0.12,,,Outros
,Mercadolivre*5produto Osasco Bra,38.26,prazeres,ANIMAIS,Lazer
,Mercadolivre*7produto,75.26,prazeres,SUPLEMENTAÇÃO,Lazer
,Mercadolivre*7produto,131.58,prazeres,HABITAÇÃO,Moradia
,Mercadolivre*9produt,30.18,prazeres,ANIMAIS,Lazer
,Mercadolivre*9produt - Parcela 5/10,30.18,categorizar,DESCONHECIDO,Outros
,Mercadolivre*9produt - Parcela 6/10,30.18,categorizar,DESCONHECIDO,Outros
,Mercadolivre*9produt - Parcela 7/10,30.18,categorizar,DESCONHECIDO,Outros
,Mercadolivre*9produto,370.23,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*9produto Osasco Bra,30.18,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*autoline,127.5,custos fixos,TRANSPORTE: MANUTENÇÃO,Transporte
,Mercadolivre*belezac,83.76,conforto,ESTÉTICA,Moradia
,Mercadolivre*centers,34.25,prazeres,ANIMAIS,Lazer
,Mercadolivre*centers - Parcela 1/7,34.31,categorizar,DESCONHECIDO,Outros
,Mercadolivre*centers - Parcela 2/7,34.25,categorizar,DESCONHECIDO,Outros
,Mercadolivre*centersp Osasco Bra,34.25,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*ciahe01/04,36.02,conforto,ROUPAS,Moradia
,Mercadolivre*ciaher(02/04),36.02,conforto,ROUPAS,Moradia
,Mercadolivre*ciaher(03/04),36.02,conforto,ROUPAS,Moradia
,Mercadolivre*ciaher(04/04),36.02,conforto,ROUPAS,Moradia
,Mercadolivre*ciahering,-0.09,conforto,ROUPAS,Moradia
,Mercadolivre*ciahering,-143.99,conforto,ROUPAS,Moradia
,Mercadolivre*ehssoluc,90.11,custos fixos,HABITAÇÃO,Moradia
,Mercadolivre*hookahri,159.92,prazeres,ANIMAIS,Lazer
,Mercadolivre*lagosdi - Parcela 12/12,16.18,categorizar,DESCONHECIDO,Outros
,Mercadolivre*microof,65.9,metas,LOJA,Outros
,Mercadolivre*petshop,55.41,prazeres,ANIMAIS,Lazer
,Mercadolivre*petshop - Parcela 1/3,55.41,prazeres,ANIMAIS,Lazer
,Mercadolivre*petshop - Parcela 2/3,55.41,prazeres,ANIMAIS,Lazer
,Mercadolivre*produto - Parcela 10/10,58.14,prazeres,DESCONHECIDO,Lazer
,Mini Mercadinho Da V,13.2,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,6.5,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,13.6,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,18.5,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,11.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,22.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,46.3,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,45.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho Da Ver,26.0,prazeres,ALIMENTAÇÃO,Alimentação
,Mini Mercadinho da Ver,12.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mister Monaco Mercear,27.45,prazeres,ANIMAIS,Lazer
,Mja,47.84,categorizar,DESCONHECIDO,Outros
,Mja,25.51,categorizar,DESCONHECIDO,Outros
,Mjp Plaza Niteroi Rest,240.79,prazeres,RESTAURANTE,Lazer
,Mlp         *zattini,50.72,conforto,ROUPAS,Moradia
,Mlp    *clubenetshoes  Sao Paulo     Bra,50.84,conforto,ROUPAS,Moradia
,Mlp *clubenetshoe,50.84,conforto,ROUPAS,Moradia
,Mlp *clubenetshoes Sao Paulo Bra,50.84,conforto,ROUPAS,Moradia
,Mlp *zattini,50.72,conforto,ROUPAS,Moradia
,Mlp *zattini - Parcela 1/8,50.78,conforto,ROUPAS,Moradia
,Mlp *zattini - Parcela 2/8,50.72,conforto,ROUPAS,Moradia
,Mlp *zattini Sao Paulo Bra,50.72,conforto,ROUPAS,Moradia
,Mlp Zattini,50.72,conforto,ROUPAS,Moradia
,Mlp Zattini - Parcela 1/8,50.78,conforto,ROUPAS,Moradia
,Mlp Zattini - Parcela 2/8,50.72,conforto,ROUPAS,Moradia
,Mlp Zattini Sao Paulo Bra,50.72,conforto,ROUPAS,Moradia
,Moca Paulista,15.9,prazeres,VIAGEM,Lazer
,Moonlight Coffee Cafet,50.0,prazeres,VIAGEM,Lazer
,Mp *Betterpbcomerciov - Parcela 3/4,30.9,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *Betterpbcomerciov - Parcela 4/4,30.9,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *Correioscelular,20.0,custos fixos,TELEFONE,Moradia
,Mp *Correioscelular,25.0,custos fixos,TELEFONE,Moradia
,Mp *Formuladossucos,12.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Mp *Growthsupplements - Parcela 1/4,26.34,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *Growthsupplements - Parcela 2/4,26.31,custos fixos,SUPLEMENTAÇÃO,Alimentação
,Mp *Growthsupplements - Parcela 3/4,26.31,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *Lurilar,52.0,categorizar,DESCONHECIDO,Outros
,Mp *Mariacereja - Parcela 3/6,167.6,conforto,ROUPAS,Moradia
,Mp *Mariacereja - Parcela 4/6,167.6,conforto,ROUPAS,Moradia
,Mp *Mariacereja - Parcela 5/6,167.6,conforto,ROUPAS,Moradia
,Mp *Mariacereja - Parcela 6/6,167.6,metas,LOJA,Outros
,Mp *Nanabilita,68.0,categorizar,DESCONHECIDO,Outros
,Mp *Padariaravidocaju,15.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *Russo,19.0,categorizar,DESCONHECIDO,Outros
,Mp *Vivo,40.0,custos fixos,TELEFONE,Moradia
,Mp *angelica2b,4.0,prazeres,VIAGEM,Lazer
,Mp *carteiraholde,49.99,custos fixos,FERRAMENTAS,Moradia
,Mp *casaolivas,8.0,categorizar,DESCONHECIDO,Outros
,Mp *formuladossucos,10.0,conforto,RESTAURANTE: LANCHE,Lazer
,Mp *growthsuppleme01/02,130.34,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsuppleme01/06,26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsuppleme02/02,130.34,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsuppleme02/06,26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsuppleme03/06,26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsupplemen(04/06),26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsupplemen(05/06),26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsupplemen(06/06),26.91,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *growthsupplements,-0.2,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp *itarodas,160.0,custos fixos,TRANSPORTE: MANUTENÇÃO,Transporte
,Mp *jireh,280.0,conforto,ROUPAS,Moradia
,Mp *jireh,198.0,conforto,ROUPAS,Moradia
,Mp *melimais,9.9,categorizar,TAXAS,Outros
,Mp *padariaravidocaj,12.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Mp *padariaravidocaj,12.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Mp *padariaravidocaj,13.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Mp *padariaravidocaj,12.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Mp *padariaravidocaju,7.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,16.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,21.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,9.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,12.8,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,10.5,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp *padariaravidocaju,2.0,custos fixos,ALIMENTAÇÃO,Alimentação
,Mp* Growthsupplements - Parcela 4/4,26.31,prazeres,SUPLEMENTAÇÃO,Lazer
,Mp*fazticket,33.54,categorizar,DESCONHECIDO,Outros
,Mp*padariaravidocaju,19.0,prazeres,RESTAURANTE: LANCHE,Lazer
,Multa velocidade,78.0,custos fixos,TRANSPORTE,Transporte
,Multa velocidade,130.0,custos fixos,TRANSPORTE,Transporte
,Mundo Das Embalagens,59.99,custos fixos,ALIMENTAÇÃO,Alimentação
,Mundo Petmil,95.99,prazeres,ANIMAIS,Lazer
,Mundo Petmil,34.0,prazeres,ANIMAIS,Lazer
,Mundo Petmil,30.0,prazeres,ANIMAIS,Lazer
,Mundo Petmil,32.0,prazeres,ANIMAIS,Lazer
,Na Na Ya Food Service,15.0,prazeres,VIAGEM,Lazer
,Nerone Gelato,24.9,prazeres,RESTAURANTE: LANCHE,Lazer
,Netflix Entretenimen,44.9,prazeres,LAZER,Lazer
,Netflix.com,44.9,prazeres,LAZER,Lazer
,New Light,39.99,categorizar,DESCONHECIDO,Outros
,New Light - Parcela 1/2,68.98,categorizar,DESCONHECIDO,Outros
,New Light - Parcela 2/2,68.97,categorizar,DESCONHECIDO,Outros
,Nextel/Claro,90.0,custos fixos,TELEFONE,Moradia
,Nextel/Claro,100.0,custos fixos,TELEFONE,Moradia
,Nilza Andrade     01/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     02/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     03/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     04/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     05/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     06/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     07/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     08/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     09/10,780.0,metas,CASAMENTO,Outros
,Nilza Andrade     10/10,780.0,metas,CASAMENTO,Outros
,Nord Pizzaburger,90.4,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,44.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,58.6,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,30.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,39.93,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,42.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,62.5,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,124.1,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,38.28,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,89.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,39.7,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,62.6,prazeres,RESTAURANTE: LANCHE,Lazer
,Nord Pizzaburger,45.6,prazeres,RESTAURANTE: LANCHE,Lazer
