DATA;DESCRIÇÃO BRUTA;VALOR;CATEGORIA;SubCategoria;PAGAMENTO;MÊS; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
#REF!;Tatamix;"R$ 70,00";CONFORTO;ROUPAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Responde Ai Rio De Janeir Bra;"R$ 16,90";CONHECIMENTO;EDUCAÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Pg *auvp Escola Goiania Bra;"R$ 249,75";CONHECIMENTO;EDUCAÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Pastore Niteroi Niteroi Bra;"R$ 21,00";CUSTOS FIXOS;SAUDE: EXAMES;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mlp Zattini Sao Paulo Bra;"R$ 50,72";CONFORTO;ROUPAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mlp *zattini Sao Paulo Bra;"R$ 50,72";CONFORTO;ROUPAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mlp *clubenetshoes Sao Paulo Bra;"R$ 50,84";CONFORTO;ROUPAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*centersp Osasco Bra;"R$ 34,25";CUSTOS FIXOS;HABITAÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*9produto Osasco Bra;"R$ 30,18";CUSTOS FIXOS;HABITAÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*5produto Osasco Bra;"R$ 38,26";PRAZERES;ANIMAIS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Meli+;"R$ 9,90";CUSTOS FIXOS;TAXAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Ifood Club;"R$ 12,90";PRAZERES;RESTAURANTE: LANCHE;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Google GSUITE;"R$ 33,60";CUSTOS FIXOS;TAXAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Fisia Nike Ecommer Extrema Bra;"R$ 99,99";CONFORTO;ROUPAS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Fenix Motos Marica Bra;"R$ 210,00";CUSTOS FIXOS;TRANSPORTE: MANUTENÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Distribuidora De Racoe Marica Bra;"R$ 75,36";PRAZERES;ANIMAIS;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Marketplace Br Sao Paulo Bra;"R$ 78,95";CUSTOS FIXOS;HABITAÇÃO;CC INTER;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 1.000,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;INVESTIMENTO;"R$ 1.000,00";LIBERDADE FINANCEIRA;INVESTIMENTOS;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Dízimo;"R$ 1.600,00";CUSTOS FIXOS;DÍZIMO;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Água;"R$ 18,00";CUSTOS FIXOS;ALIMENTAÇÃO;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;SEGURO DE VIDA;"R$ 115,00";CONFORTO;DESPESAS PESSOAIS;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Nextel/Claro;"R$ 100,00";CUSTOS FIXOS;TELEFONE;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Appai;"R$ 327,90";CUSTOS FIXOS;SAUDE: ASSINATURA;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Água;"R$ 18,00";CUSTOS FIXOS;ALIMENTAÇÃO;PIX;FEVEREIRO;38;;;;;;;;;;;;;;;;;
#REF!;Terapia;"R$ 350,00";CUSTOS FIXOS;SAUDE: CONSULTAS;PIX;FEVEREIRO;;;;;;;;;;;;;;;;;;
#REF!;Amazon Br;"R$ 30,64";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;MARIA FOTOS;"R$ 510,00";METAS;CASAMENTO;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Compras Débora;"R$ 500,00";CONFORTO;ESTÉTICA;Pix ;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Pousada Bonita;"R$ 360,00";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Dízimo;"R$ 1.800,00";CUSTOS FIXOS;DÍZIMO;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*5produto;"R$ 346,64";CUSTOS FIXOS;HABITAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Catiapradopeixoto;"R$ 276,10";PRAZERES;RESTAURANTE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 268,23";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 258,64";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Koa Food Aclimacao;"R$ 251,10";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Terapia;"R$ 350,00";CUSTOS FIXOS;SAUDE;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mjp Plaza Niteroi Rest;"R$ 240,79";PRAZERES;RESTAURANTE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mary E Mary Jolumar;"R$ 235,83";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*12produt;"R$ 222,99";PRAZERES;ANIMAIS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Levis Plaza Shoppi01/06;"R$ 205,24";CONFORTO;ROUPAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Energia;"R$ 200,00";CUSTOS FIXOS;HABITAÇÃO;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Faculdade;"R$ 224,00";CONHECIMENTO;EDUCAÇÃO;Pix ;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Marcelogomes;"R$ 189,09";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*10produt;"R$ 186,39";CUSTOS FIXOS;HABITAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*12produt;"R$ 180,75";PRAZERES;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Autoviacao1001*aut01/03;"R$ 178,26";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ajuste Fatura;"R$ 171,76";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*hookahri;"R$ 159,92";PRAZERES;ANIMAIS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*supermercados Alvo;"R$ 158,55";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*10produt;"R$ 155,05";PRAZERES;ANIMAIS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;O Queijao Inoa;"R$ 131,80";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Pac Paulista Casarao;"R$ 128,20";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*autoline;"R$ 127,50";CUSTOS FIXOS;TRANSPORTE: MANUTENÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Thamyres;"R$ 126,00";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Rede Varejao;"R$ 125,28";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Tiexamesprodutos 03/12;"R$ 123,80";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Internet;"R$ 122,66";CUSTOS FIXOS;HABITAÇÃO;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Academia Mãe;"R$ 120,00";PRAZERES;DOAÇÃO;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Totalpass;"R$ 119,90";CUSTOS FIXOS;SAUDE: ASSINATURA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Totalpass;"R$ 119,90";CUSTOS FIXOS;SAUDE: ASSINATURA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Levis Plaza Shoppin(03/06);"R$ 198,30";CONFORTO;ROUPAS;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*12produt;"R$ 112,25";CUSTOS FIXOS;HABITAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Kopenhagen Plaza Nit;"R$ 106,33";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifood *ifd*adriana D;"R$ 103,47";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*12produt;"R$ 102,57";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Estrela Da Ana Rosa;"R$ 100,87";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Unha;"R$ 100,00";CONFORTO;ESTÉTICA;Pix ;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;SEGURO DE VIDA;"R$ 115,00";CONFORTO;DESPESAS PESSOAIS;PIX;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Irmaosmataruna;"R$ 99,86";CUSTOS FIXOS;TRANSPORTE: COMBUSTÍVEL;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 95,39";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Charque 500 Industria;"R$ 93,80";PRAZERES;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;G.m.a.p Supermercados;"R$ 91,24";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Rj Niteroi Plaza Sh(04/06);"R$ 90,95";PRAZERES;PRESENTES;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger;"R$ 90,40";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Clinica Vet Popula03/04;"R$ 87,75";PRAZERES;ANIMAIS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Odara Roupas Ltda 01/05;"R$ 86,38";CONFORTO;ROUPAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*cencosud Brasil Co;"R$ 82,71";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Br *foodtosav;"R$ 79,96";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Nossa Senho;"R$ 77,35";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Chocomarica;"R$ 76,58";PRAZERES;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*16produt;"R$ 75,90";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Delicias Da Val;"R$ 75,90";PRAZERES;RESTAURANTE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mary E Mary Jolumar;"R$ 73,37";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*nord Pizzaburger L;"R$ 67,50";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Udemy Subscription;"R$ 63,24";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Churrascodosamuca;"R$ 63,00";PRAZERES;RESTAURANTE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*holy Crepe Comerci;"R$ 60,79";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Lanchonetemarina;"R$ 60,50";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Banca Cultura;"R$ 60,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Edzr - Parcela  01/12;"R$ 59,70";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Bebidasmaresias;"R$ 58,00";PRAZERES;DOAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Bela Ferraz Marica;"R$ 55,99";CONFORTO;ESTÉTICA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*p S C Fontes Horti;"R$ 55,40";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;De Coracao E Prese02/03;"R$ 53,97";PRAZERES;PRESENTES;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mary E Mary Jolumar;"R$ 52,95";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Irmaos Mataruna;"R$ 51,52";CUSTOS FIXOS;TRANSPORTE: COMBUSTÍVEL;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Pg *nuvem Pwrdbyc (03/04);"R$ 60,43";CONFORTO;ROUPAS;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*lahmajun Alimentos;"R$ 50,63";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*nord Pizzaburger L;"R$ 50,60";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Moonlight Coffee Cafet;"R$ 50,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Apple.com/bill;"R$ 49,90";CONFORTO;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Araken Centro;"R$ 49,07";PRAZERES;ANIMAIS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifood *ifd*veronica;"R$ 47,49";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Nossa Senho;"R$ 46,44";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Pilares De Marica Supe;"R$ 45,95";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Nossa Senho;"R$ 44,98";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger;"R$ 44,70";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Almoço TI;"R$ 0,00";PRAZERES;RESTAURANTE;Pix ;DEZEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Nord Pizzaburger;"R$ 42,70";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 42,45";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Delivery Alimentos Moc;"R$ 42,07";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Urbia Gestao De Parque;"R$ 42,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Soneda Perfumaria;"R$ 41,98";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Quero2pay *infoal03/03;"R$ 41,64";CONHECIMENTO;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*4produto;"R$ 39,59";PRAZERES;ESTÉTICA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 38,36";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mary E Mary Jolumar;"R$ 37,96";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifood *ifd*jocilene;"R$ 36,89";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*ciaher(03/04);"R$ 36,02";CONFORTO;ROUPAS;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Apple.com/bill;"R$ 35,00";CONFORTO;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 0,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;MAIO;;;;;;;;;;;;;;;;;;
#REF!;Linkedin;"R$ 34,99";CONFORTO;FERRAMENTAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 0,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;JUNHO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 0,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;JULHO;;;;;;;;;;;;;;;;;;
#REF!;Google We Are Warrior;"R$ 34,53";PRAZERES;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Contabo Com;"R$ 35,26";CONFORTO;FERRAMENTAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Google GSUITE;"R$ 33,60";CUSTOS FIXOS;TAXAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Renner (03/05);"R$ 30,58";CONFORTO;ROUPAS;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber* Trip;"R$ 30,31";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Restaurajeans;"R$ 30,00";CONFORTO;ROUPAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Tamoio;"R$ 29,99";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*4produto;"R$ 29,90";PRAZERES;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Antonio Carlos De Oli;"R$ 29,90";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Scribd Inc *656381205;"R$ 29,57";CONFORTO;FERRAMENTAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 28,93";CONFORTO;TRANSPORTE: UBER;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Sprezunic 745;"R$ 28,55";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 28,04";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mp *growthsuppleme02/06;"R$ 26,91";PRAZERES;SUPLEMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Toka Dos Lanches;"R$ 26,00";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Marcelogomes;"R$ 25,90";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Amalfi;"R$ 25,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Dl *google Steel And F;"R$ 23,99";PRAZERES;ELETRÔNICOS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Luzianepinto;"R$ 23,50";CATEGORIZAR;DESCONHECIDO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Arcafe;"R$ 23,49";PRAZERES;RESTAURANTE: CAFETERIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*jocilene Leite Alv;"R$ 23,42";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Bel Cosmeticos (03/06);"R$ 23,35";CONFORTO;ESTÉTICA;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Divino Pao;"R$ 22,00";PRAZERES;RESTAURANTE: DIA A DIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 21,77";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ifd*camilo E Gomes Lan;"R$ 20,48";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Pilares De Marica Supe;"R$ 20,42";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 0,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;AGOSTO;;;;;;;;;;;;;;;;;;
#REF!;Lanchonetemarina;"R$ 19,90";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Carrefour Paulista 1;"R$ 19,64";CONHECIMENTO;EDUCAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Hungara Lanches Marica;"R$ 19,50";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Divino Pao;"R$ 18,56";CONFORTO;RESTAURANTE: DIA A DIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mini Mercadinho Da Ver;"R$ 18,50";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mercadolivre*3produ(03/03);"R$ 18,17";CONFORTO;ROUPAS;CC ITAU PLAT;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;POUPANÇA PESSOAL;"R$ 0,00";LIBERDADE FINANCEIRA;POUPANÇA;PIX;SETEMBRO;;;;;;;;;;;;;;;;;;
#REF!;Uber* Trip;"R$ 16,06";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mp *padariaravidocaju;"R$ 16,00";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Moca Paulista;"R$ 15,90";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber* Trip;"R$ 15,21";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Ra Deposito;"R$ 15,00";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Na Na Ya Food Service;"R$ 15,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Brodao Brasil;"R$ 15,00";PRAZERES;RESTAURANTE: LANCHE;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 14,91";CONFORTO;TRANSPORTE: UBER;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Restaurajeans;"R$ 14,50";CONFORTO;ROUPAS;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Cultura Japonesa;"R$ 14,00";PRAZERES;VIAGEM;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Uber Uber *trip Help.u;"R$ 13,95";CONFORTO;TRANSPORTE: UBER;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Google Youtube;"R$ 13,90";PRAZERES;LAZER;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Drogaria Nossa Senho;"R$ 13,90";CUSTOS FIXOS;SAUDE: FARMÁCIA;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mini Mercadinho Da Ver;"R$ 13,60";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
#REF!;Mp *padariaravidocaju;"R$ 12,80";CUSTOS FIXOS;ALIMENTAÇÃO;CC ITAU BLACK;MARÇO;;;;;;;;;;;;;;;;;;
